transaction_id,amount,failure_reason,payment_method,bank,retry_count,risk_score,recovery_probability,expected_recovery_value,recoverable,automatically_actionable,action,decision_reason,actual_recovered,successful_recovery,recovered_amount
test_766,540.57,insufficient_funds,netbanking,AXIS,0,0.216,0.3543,191.55,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_767,1093.15,gateway_timeout,card,HDFC,0,0.028,0.8103,885.83,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_768,287.13,account_closed,upi,ICICI,0,0.079,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_769,3196.73,expired_card,card,HDFC,1,0.168,0.341,1089.93,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_770,2354.21,bank_timeout,card,AXIS,0,0.206,0.7045,1658.46,True,True,retry,Action satisfies recovery policy,True,True,2354.21
test_771,7278.0,account_closed,card,KOTAK,2,0.413,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_772,1112.84,network_error,wallet,ICICI,2,0.494,0.3269,363.79,True,False,stop,Maximum retry count reached,False,False,0.0
test_773,4323.45,insufficient_funds,wallet,KOTAK,0,0.365,0.2977,1287.22,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_774,2091.9,gateway_timeout,card,KOTAK,0,0.094,0.8025,1678.85,True,True,retry,Action satisfies recovery policy,True,True,2091.9
test_775,746.53,gateway_timeout,upi,ICICI,2,0.525,0.3699,276.12,True,False,stop,Maximum retry count reached,True,False,0.0
test_776,2656.59,insufficient_funds,card,ICICI,0,0.329,0.4766,1266.03,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_777,3836.46,bank_timeout,upi,SBI,0,0.5,0.4938,1894.6,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_778,8371.05,invalid_card,netbanking,SBI,2,0.164,0.1368,1145.27,True,False,stop,Maximum retry count reached,False,False,0.0
test_779,2399.66,insufficient_funds,netbanking,AXIS,0,0.154,0.4951,1188.11,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_780,11743.06,card_blocked,card,KOTAK,2,0.308,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_781,601.08,invalid_card,card,SBI,2,0.405,0.2125,127.73,True,False,stop,Maximum retry count reached,False,False,0.0
test_782,4527.84,insufficient_funds,card,ICICI,1,0.104,0.3896,1763.82,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_783,2903.13,gateway_timeout,card,AXIS,0,0.141,0.6878,1996.74,True,True,retry,Action satisfies recovery policy,True,True,2903.13
test_784,4009.66,bank_timeout,upi,KOTAK,1,0.118,0.5584,2239.14,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_785,4068.09,invalid_card,netbanking,HDFC,0,0.185,0.4849,1972.45,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_786,15443.77,expired_card,card,HDFC,1,0.179,0.3598,5557.38,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_787,1460.53,expired_card,card,ICICI,1,0.303,0.2613,381.64,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_788,3440.2,temporary_bank_failure,card,HDFC,2,0.101,0.4545,1563.7,True,False,stop,Maximum retry count reached,False,False,0.0
test_789,6140.47,bank_timeout,card,HDFC,0,0.14,0.7093,4355.4,True,False,request_approval,High-value transaction requires merchant approval,True,False,0.0
test_790,1250.17,insufficient_funds,card,AXIS,2,0.169,0.2446,305.76,True,False,stop,Maximum retry count reached,False,False,0.0
test_791,3357.36,account_closed,card,HDFC,2,0.535,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_792,1326.5,temporary_bank_failure,card,SBI,1,0.226,0.4343,576.1,True,True,retry,Action satisfies recovery policy,True,True,1326.5
test_793,2040.76,insufficient_funds,upi,HDFC,2,0.1,0.1942,396.37,True,False,stop,Maximum retry count reached,False,False,0.0
test_794,4749.97,invalid_card,card,HDFC,0,0.242,0.3231,1534.57,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_795,5189.57,insufficient_funds,card,HDFC,2,0.37,0.0949,492.32,True,False,stop,Maximum retry count reached,False,False,0.0
test_796,15454.81,insufficient_funds,upi,SBI,1,0.195,0.2995,4628.84,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_797,1657.35,temporary_bank_failure,upi,SBI,1,0.272,0.5104,845.84,True,True,retry,Action satisfies recovery policy,True,True,1657.35
test_798,2054.18,gateway_timeout,card,SBI,1,0.005,0.7227,1484.46,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_799,439.03,network_error,wallet,HDFC,0,0.287,0.6273,275.42,True,True,retry,Action satisfies recovery policy,True,True,439.03
test_800,7489.3,account_closed,card,KOTAK,2,0.388,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_801,2902.54,card_blocked,card,AXIS,1,0.244,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_802,3107.43,gateway_timeout,upi,SBI,2,0.045,0.4938,1534.48,True,False,stop,Maximum retry count reached,True,False,0.0
test_803,1828.88,expired_card,card,AXIS,0,0.208,0.5058,925.08,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_804,5810.22,temporary_bank_failure,card,AXIS,2,0.304,0.3866,2246.0,True,False,stop,Maximum retry count reached,True,False,0.0
test_805,3442.44,expired_card,card,AXIS,2,0.394,0.2126,731.94,True,False,stop,Maximum retry count reached,True,False,0.0
test_806,2557.77,network_error,card,HDFC,0,0.392,0.6736,1722.83,True,True,retry,Action satisfies recovery policy,True,True,2557.77
test_807,3107.43,bank_timeout,upi,AXIS,1,0.33,0.482,1497.63,True,True,retry,Action satisfies recovery policy,True,True,3107.43
test_808,3553.26,bank_timeout,netbanking,AXIS,2,0.159,0.415,1474.56,True,False,stop,Maximum retry count reached,False,False,0.0
test_809,8113.8,bank_timeout,upi,SBI,2,0.083,0.4029,3269.2,True,False,stop,Maximum retry count reached,False,False,0.0
test_810,5865.79,temporary_bank_failure,upi,AXIS,0,0.212,0.6458,3788.13,True,False,request_approval,High-value transaction requires merchant approval,True,False,0.0
test_811,1592.26,invalid_card,card,KOTAK,1,0.206,0.3728,593.58,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_812,1725.11,bank_timeout,card,AXIS,0,0.039,0.7376,1272.43,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_813,3309.77,invalid_card,wallet,HDFC,2,0.088,0.167,552.87,True,False,stop,Maximum retry count reached,False,False,0.0
test_814,2183.15,card_blocked,upi,HDFC,0,0.215,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_815,838.18,card_blocked,upi,HDFC,0,0.379,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_816,403.46,card_blocked,upi,AXIS,1,0.293,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_817,1238.45,bank_timeout,upi,ICICI,2,0.373,0.2099,259.99,True,False,stop,Maximum retry count reached,True,False,0.0
test_818,371.75,insufficient_funds,upi,AXIS,1,0.468,0.2063,76.69,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_819,5120.41,bank_timeout,upi,ICICI,1,0.229,0.4045,2071.23,True,False,request_approval,High-value transaction requires merchant approval,False,False,0.0
test_820,4539.43,account_closed,upi,KOTAK,2,0.231,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_821,7187.24,account_closed,netbanking,SBI,0,0.157,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_822,1705.05,invalid_card,card,KOTAK,2,0.108,0.2613,445.52,True,False,stop,Maximum retry count reached,False,False,0.0
test_823,1125.08,network_error,upi,SBI,0,0.312,0.5472,615.65,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_824,1810.75,card_blocked,card,AXIS,2,0.121,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_825,6989.67,network_error,card,AXIS,0,0.285,0.6495,4540.0,True,False,request_approval,High-value transaction requires merchant approval,False,False,0.0
test_826,923.06,invalid_card,upi,SBI,0,0.199,0.4847,447.43,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_827,893.96,insufficient_funds,upi,HDFC,2,0.47,0.0999,89.27,True,False,stop,Maximum retry count reached,False,False,0.0
test_828,675.41,invalid_card,card,ICICI,1,0.186,0.3724,251.51,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_829,2795.87,bank_timeout,upi,ICICI,0,0.276,0.4969,1389.18,True,True,retry,Action satisfies recovery policy,True,True,2795.87
test_830,364.74,temporary_bank_failure,upi,ICICI,2,0.169,0.4326,157.8,True,False,stop,Maximum retry count reached,False,False,0.0
test_831,2817.74,gateway_timeout,card,AXIS,0,0.113,0.7826,2205.28,True,True,retry,Action satisfies recovery policy,True,True,2817.74
test_832,1938.74,insufficient_funds,upi,ICICI,2,0.221,0.1812,351.22,True,False,stop,Maximum retry count reached,False,False,0.0
test_833,800.79,insufficient_funds,card,AXIS,2,0.043,0.2702,216.39,True,False,stop,Maximum retry count reached,False,False,0.0
test_834,1185.24,insufficient_funds,wallet,HDFC,2,0.075,0.2531,299.98,True,False,stop,Maximum retry count reached,True,False,0.0
test_835,3404.34,insufficient_funds,netbanking,SBI,1,0.042,0.3855,1312.29,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_836,1836.22,temporary_bank_failure,card,HDFC,1,0.052,0.6277,1152.67,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_837,5193.87,account_closed,card,KOTAK,2,0.569,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_838,1163.8,network_error,upi,AXIS,1,0.123,0.5792,674.04,True,True,retry,Action satisfies recovery policy,True,True,1163.8
test_839,3211.84,network_error,card,SBI,1,0.063,0.6321,2030.12,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_840,3659.93,insufficient_funds,netbanking,AXIS,0,0.249,0.4729,1730.87,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_841,6962.8,bank_timeout,upi,SBI,1,0.1,0.4728,3292.33,True,False,request_approval,High-value transaction requires merchant approval,True,False,0.0
test_842,1089.47,network_error,netbanking,KOTAK,2,0.235,0.3276,356.93,True,False,stop,Maximum retry count reached,False,False,0.0
test_843,517.51,card_blocked,card,ICICI,1,0.079,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_844,769.8,invalid_card,upi,SBI,2,0.135,0.234,180.16,True,False,stop,Maximum retry count reached,False,False,0.0
test_845,1011.87,expired_card,netbanking,ICICI,2,0.143,0.1947,197.02,True,False,stop,Maximum retry count reached,False,False,0.0
test_846,1654.21,temporary_bank_failure,netbanking,AXIS,2,0.087,0.3901,645.36,True,False,stop,Maximum retry count reached,False,False,0.0
test_847,5841.52,bank_timeout,upi,ICICI,1,0.168,0.3938,2300.42,True,False,request_approval,High-value transaction requires merchant approval,False,False,0.0
test_848,4271.56,expired_card,card,KOTAK,1,0.514,0.3205,1369.14,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_849,1707.99,insufficient_funds,upi,SBI,0,0.159,0.5015,856.64,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_850,1742.24,insufficient_funds,card,HDFC,2,0.107,0.1789,311.65,True,False,stop,Maximum retry count reached,False,False,0.0
test_851,562.55,bank_timeout,upi,ICICI,1,0.192,0.5558,312.69,True,True,retry,Action satisfies recovery policy,True,True,562.55
test_852,1655.77,gateway_timeout,card,SBI,0,0.259,0.7735,1280.68,True,True,retry,Action satisfies recovery policy,True,True,1655.77
test_853,4249.53,insufficient_funds,card,KOTAK,0,0.101,0.5313,2257.88,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_854,415.45,insufficient_funds,card,HDFC,2,0.348,0.1249,51.88,True,False,stop,Maximum retry count reached,False,False,0.0
test_855,2602.27,temporary_bank_failure,card,HDFC,2,0.317,0.3202,833.3,True,False,stop,Maximum retry count reached,True,False,0.0
test_856,2090.99,expired_card,upi,ICICI,2,0.176,0.1589,332.3,True,False,stop,Maximum retry count reached,False,False,0.0
test_857,1401.55,bank_timeout,upi,AXIS,2,0.22,0.3777,529.39,True,False,stop,Maximum retry count reached,True,False,0.0
test_858,1401.42,invalid_card,upi,KOTAK,2,0.431,0.1788,250.58,True,False,stop,Maximum retry count reached,False,False,0.0
test_859,5220.45,expired_card,upi,KOTAK,1,0.32,0.2583,1348.18,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_860,1829.63,temporary_bank_failure,card,ICICI,0,0.566,0.6432,1176.89,True,True,retry,Action satisfies recovery policy,True,True,1829.63
test_861,3183.51,bank_timeout,card,SBI,1,0.359,0.5299,1686.98,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_862,618.63,insufficient_funds,card,ICICI,1,0.073,0.2892,178.93,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_863,781.47,network_error,wallet,HDFC,2,0.032,0.4794,374.62,True,False,stop,Maximum retry count reached,True,False,0.0
test_864,929.97,bank_timeout,card,HDFC,0,0.252,0.6911,642.7,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_865,1484.94,temporary_bank_failure,card,AXIS,2,0.055,0.3332,494.83,True,False,stop,Maximum retry count reached,True,False,0.0
test_866,1085.83,insufficient_funds,upi,KOTAK,1,0.168,0.2047,222.29,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_867,3116.48,insufficient_funds,netbanking,HDFC,0,0.05,0.3931,1225.08,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_868,2227.95,insufficient_funds,upi,SBI,1,0.515,0.2676,596.29,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_869,1675.88,gateway_timeout,card,SBI,2,0.103,0.489,819.52,True,False,stop,Maximum retry count reached,False,False,0.0
test_870,1963.92,network_error,upi,SBI,0,0.674,0.3928,771.44,True,True,retry,Action satisfies recovery policy,True,True,1963.92
test_871,2417.21,bank_timeout,netbanking,ICICI,2,0.205,0.4048,978.57,True,False,stop,Maximum retry count reached,True,False,0.0
test_872,2530.61,expired_card,card,SBI,2,0.086,0.2587,654.59,True,False,stop,Maximum retry count reached,False,False,0.0
test_873,934.76,insufficient_funds,card,ICICI,1,0.216,0.3588,335.43,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_874,4776.92,card_blocked,wallet,ICICI,0,0.084,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_875,4874.35,gateway_timeout,card,KOTAK,1,0.369,0.6019,2933.92,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_876,3044.08,insufficient_funds,upi,KOTAK,1,0.137,0.2537,772.16,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_877,147.61,insufficient_funds,upi,ICICI,0,0.158,0.5067,74.79,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_878,8560.1,expired_card,card,KOTAK,1,0.214,0.3741,3202.4,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_879,4179.79,bank_timeout,upi,ICICI,2,0.27,0.3187,1332.19,True,False,stop,Maximum retry count reached,False,False,0.0
test_880,612.2,bank_timeout,card,KOTAK,2,0.298,0.4048,247.8,True,False,stop,Maximum retry count reached,True,False,0.0
test_881,1082.17,expired_card,card,ICICI,1,0.103,0.4462,482.89,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_882,638.63,insufficient_funds,card,SBI,0,0.182,0.3617,231.02,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_883,1786.35,temporary_bank_failure,card,HDFC,1,0.164,0.6039,1078.83,True,True,retry,Action satisfies recovery policy,True,True,1786.35
test_884,1846.89,insufficient_funds,upi,ICICI,2,0.046,0.2264,418.16,True,False,stop,Maximum retry count reached,True,False,0.0
test_885,2082.09,temporary_bank_failure,netbanking,HDFC,0,0.139,0.727,1513.66,True,True,retry,Action satisfies recovery policy,True,True,2082.09
test_886,3669.74,card_blocked,netbanking,SBI,0,0.105,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_887,2103.77,temporary_bank_failure,upi,SBI,2,0.176,0.4289,902.28,True,False,stop,Maximum retry count reached,True,False,0.0
test_888,2030.2,temporary_bank_failure,card,ICICI,2,0.035,0.5014,1017.88,True,False,stop,Maximum retry count reached,False,False,0.0
test_889,518.16,network_error,card,HDFC,1,0.083,0.5883,304.84,True,True,retry,Action satisfies recovery policy,True,True,518.16
test_890,830.33,invalid_card,card,SBI,0,0.318,0.4659,386.89,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_891,1624.68,bank_timeout,card,SBI,0,0.113,0.7389,1200.49,True,True,retry,Action satisfies recovery policy,True,True,1624.68
test_892,1098.79,account_closed,wallet,KOTAK,0,0.28,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_893,6274.15,account_closed,card,SBI,2,0.008,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_894,2680.84,card_blocked,card,HDFC,0,0.156,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_895,1332.91,account_closed,card,AXIS,1,0.211,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_896,2150.13,account_closed,upi,HDFC,1,0.295,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_897,2134.14,bank_timeout,upi,SBI,1,0.334,0.4666,995.77,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_898,3624.84,temporary_bank_failure,card,HDFC,1,0.217,0.4649,1685.1,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_899,686.84,network_error,card,SBI,1,0.381,0.5626,386.43,True,True,retry,Action satisfies recovery policy,True,True,686.84
test_900,1509.08,bank_timeout,upi,SBI,2,0.46,0.2145,323.64,True,False,stop,Maximum retry count reached,False,False,0.0
test_901,2632.57,bank_timeout,card,KOTAK,1,0.232,0.5431,1429.71,True,True,retry,Action satisfies recovery policy,True,True,2632.57
test_902,2212.7,network_error,card,AXIS,2,0.082,0.4752,1051.58,True,False,stop,Maximum retry count reached,False,False,0.0
test_903,795.94,invalid_card,card,SBI,0,0.071,0.5563,442.75,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_904,3546.81,account_closed,card,KOTAK,2,0.07,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_905,1907.55,account_closed,upi,AXIS,1,0.057,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_906,5472.25,insufficient_funds,card,KOTAK,1,0.396,0.3081,1685.74,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_907,2671.68,invalid_card,upi,AXIS,0,0.209,0.4593,1226.99,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_908,1963.81,bank_timeout,upi,HDFC,0,0.108,0.6962,1367.19,True,True,retry,Action satisfies recovery policy,True,True,1963.81
test_909,1352.05,invalid_card,card,SBI,0,0.185,0.3783,511.51,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_910,4980.41,bank_timeout,netbanking,HDFC,0,0.124,0.711,3540.89,True,True,retry,Action satisfies recovery policy,True,True,4980.41
test_911,4474.44,card_blocked,card,HDFC,0,0.217,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_912,4238.23,gateway_timeout,upi,AXIS,0,0.291,0.6504,2756.43,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_913,937.28,insufficient_funds,upi,HDFC,1,0.253,0.2809,263.28,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_914,1674.65,account_closed,card,HDFC,0,0.13,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_915,673.53,insufficient_funds,netbanking,SBI,1,0.124,0.384,258.65,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_916,460.63,bank_timeout,upi,ICICI,2,0.07,0.4507,207.59,True,False,stop,Maximum retry count reached,True,False,0.0
test_917,1061.29,gateway_timeout,netbanking,AXIS,1,0.223,0.6402,679.39,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_918,1559.62,insufficient_funds,upi,HDFC,2,0.325,0.1892,295.03,True,False,stop,Maximum retry count reached,False,False,0.0
test_919,678.34,insufficient_funds,card,HDFC,2,0.227,0.1447,98.17,True,False,stop,Maximum retry count reached,True,False,0.0
test_920,1133.65,bank_timeout,card,SBI,0,0.123,0.7361,834.43,True,True,retry,Action satisfies recovery policy,True,True,1133.65
test_921,1355.83,expired_card,netbanking,SBI,0,0.102,0.3861,523.55,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_922,4737.84,card_blocked,upi,HDFC,0,0.209,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_923,749.4,invalid_card,card,ICICI,2,0.236,0.251,188.08,True,False,stop,Maximum retry count reached,True,False,0.0
test_924,174.75,expired_card,upi,SBI,1,0.106,0.2451,42.84,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_925,1437.79,insufficient_funds,card,SBI,2,0.155,0.1606,230.92,True,False,stop,Maximum retry count reached,False,False,0.0
test_926,1028.1,bank_timeout,card,SBI,0,0.408,0.6684,687.16,True,True,retry,Action satisfies recovery policy,True,True,1028.1
test_927,6375.22,bank_timeout,card,HDFC,2,0.21,0.3998,2548.85,True,False,stop,Maximum retry count reached,False,False,0.0
test_928,12137.27,network_error,card,AXIS,1,0.213,0.5505,6681.42,True,False,request_approval,High-value transaction requires merchant approval,True,False,0.0
test_929,445.0,insufficient_funds,card,AXIS,0,0.164,0.4095,182.25,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_930,487.93,network_error,wallet,ICICI,0,0.122,0.6668,325.35,True,True,retry,Action satisfies recovery policy,True,True,487.93
test_931,867.51,bank_timeout,card,ICICI,0,0.289,0.5628,488.2,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_932,2445.85,card_blocked,card,HDFC,1,0.189,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_933,1777.62,account_closed,upi,AXIS,2,0.151,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_934,879.48,card_blocked,netbanking,HDFC,0,0.12,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_935,3292.91,insufficient_funds,card,KOTAK,0,0.179,0.4453,1466.21,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_936,762.79,account_closed,card,KOTAK,1,0.322,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_937,4165.45,gateway_timeout,card,KOTAK,1,0.298,0.5119,2132.38,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_938,4131.87,insufficient_funds,card,KOTAK,2,0.076,0.1652,682.62,True,False,stop,Maximum retry count reached,False,False,0.0
test_939,1730.24,invalid_card,upi,HDFC,0,0.482,0.3566,617.02,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_940,3563.73,network_error,card,HDFC,2,0.413,0.255,908.87,True,False,stop,Maximum retry count reached,False,False,0.0
test_941,709.76,temporary_bank_failure,card,ICICI,0,0.066,0.7661,543.72,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_942,1300.02,network_error,card,SBI,1,0.016,0.6602,858.23,True,True,retry,Action satisfies recovery policy,True,True,1300.02
test_943,522.74,invalid_card,card,ICICI,0,0.287,0.3582,187.25,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_944,1583.73,account_closed,netbanking,ICICI,0,0.336,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_945,4872.84,invalid_card,netbanking,AXIS,2,0.258,0.2067,1007.44,True,False,stop,Maximum retry count reached,False,False,0.0
test_946,1254.48,temporary_bank_failure,upi,KOTAK,0,0.175,0.7121,893.32,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_947,596.35,network_error,card,KOTAK,2,0.115,0.4877,290.83,True,False,stop,Maximum retry count reached,False,False,0.0
test_948,1433.52,temporary_bank_failure,wallet,HDFC,0,0.205,0.7013,1005.27,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_949,1452.36,expired_card,upi,AXIS,1,0.217,0.352,511.28,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_950,787.68,card_blocked,netbanking,HDFC,1,0.097,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_951,2566.97,network_error,card,ICICI,1,0.031,0.6553,1682.07,True,True,retry,Action satisfies recovery policy,True,True,2566.97
test_952,1914.08,network_error,upi,SBI,0,0.401,0.6583,1260.07,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_953,2657.69,account_closed,upi,AXIS,1,0.162,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_954,1560.18,insufficient_funds,upi,KOTAK,2,0.343,0.1918,299.2,True,False,stop,Maximum retry count reached,False,False,0.0
test_955,6378.98,expired_card,upi,HDFC,2,0.064,0.2566,1636.9,True,False,stop,Maximum retry count reached,True,False,0.0
test_956,10723.24,invalid_card,upi,SBI,0,0.319,0.3519,3773.84,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_957,1359.85,card_blocked,card,SBI,2,0.253,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_958,1529.04,card_blocked,upi,AXIS,2,0.154,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_959,4021.57,temporary_bank_failure,upi,SBI,2,0.084,0.4425,1779.41,True,False,stop,Maximum retry count reached,True,False,0.0
test_960,1603.96,gateway_timeout,card,SBI,1,0.07,0.6972,1118.21,True,True,retry,Action satisfies recovery policy,True,True,1603.96
test_961,1071.96,account_closed,upi,KOTAK,1,0.104,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_962,1922.81,insufficient_funds,card,SBI,2,0.263,0.1444,277.69,True,False,stop,Maximum retry count reached,False,False,0.0
test_963,4465.91,bank_timeout,card,ICICI,1,0.349,0.3828,1709.54,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_964,1410.45,expired_card,upi,KOTAK,2,0.17,0.1798,253.6,True,False,stop,Maximum retry count reached,False,False,0.0
test_965,510.62,bank_timeout,upi,SBI,1,0.161,0.4375,223.37,True,True,retry,Action satisfies recovery policy,True,True,510.62
test_966,1679.72,account_closed,card,KOTAK,1,0.082,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_967,718.0,expired_card,netbanking,KOTAK,2,0.109,0.2692,193.3,True,False,stop,Maximum retry count reached,False,False,0.0
test_968,1644.51,card_blocked,upi,HDFC,2,0.485,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_969,9242.03,account_closed,upi,KOTAK,0,0.157,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_970,1019.05,network_error,card,AXIS,0,0.42,0.6045,616.05,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_971,5189.28,expired_card,netbanking,ICICI,2,0.236,0.2467,1280.0,True,False,stop,Maximum retry count reached,False,False,0.0
test_972,430.01,gateway_timeout,upi,KOTAK,0,0.258,0.6619,284.63,True,True,retry,Action satisfies recovery policy,True,True,430.01
test_973,964.09,temporary_bank_failure,card,ICICI,0,0.19,0.7438,717.13,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_974,8200.87,invalid_card,card,KOTAK,1,0.061,0.3163,2593.8,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_975,2476.54,invalid_card,upi,KOTAK,0,0.467,0.4058,1004.91,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_976,2340.57,expired_card,netbanking,AXIS,1,0.138,0.2937,687.44,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_977,2186.79,invalid_card,card,AXIS,0,0.48,0.378,826.64,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_978,555.22,bank_timeout,netbanking,AXIS,1,0.086,0.5965,331.16,True,True,retry,Action satisfies recovery policy,True,True,555.22
