transaction_id,customer_id,amount,payment_method,bank,failure_reason,retry_count,previous_transactions,previous_successful_transactions,risk_score,recovered
pay_004923,cust_00608,1303.14,upi,KOTAK,card_blocked,2,17,17,0.066,0
pay_004924,cust_01615,5731.28,card,HDFC,insufficient_funds,2,14,3,0.329,0
pay_004925,cust_01541,875.83,card,ICICI,account_closed,0,6,6,0.311,0
pay_004926,cust_02876,593.49,upi,HDFC,invalid_card,2,0,0,0.145,0
pay_004927,cust_01838,1091.42,card,AXIS,temporary_bank_failure,0,5,5,0.229,0
pay_004928,cust_00690,436.7,netbanking,KOTAK,account_closed,2,15,0,0.172,0
pay_004929,cust_02950,6893.37,card,AXIS,invalid_card,2,13,9,0.326,0
pay_004930,cust_01241,1442.0,upi,HDFC,gateway_timeout,0,7,7,0.066,1
pay_004931,cust_02104,1453.19,netbanking,ICICI,account_closed,1,9,9,0.346,0
pay_004932,cust_00366,3274.83,card,KOTAK,temporary_bank_failure,0,16,15,0.405,1
pay_004933,cust_01723,1011.87,netbanking,ICICI,expired_card,2,14,5,0.143,0
pay_004934,cust_00455,1521.2,upi,AXIS,bank_timeout,1,13,7,0.259,1
pay_004935,cust_00104,990.73,netbanking,SBI,account_closed,2,19,15,0.067,0
pay_004936,cust_00077,444.07,card,ICICI,expired_card,2,10,10,0.213,1
pay_004937,cust_00230,1882.97,card,ICICI,network_error,2,5,5,0.234,1
pay_004938,cust_01938,4107.55,card,ICICI,bank_timeout,1,3,3,0.561,0
pay_004939,cust_02379,1926.45,upi,KOTAK,gateway_timeout,2,4,4,0.144,1
pay_004940,cust_01206,3773.78,upi,AXIS,expired_card,0,10,7,0.235,0
pay_004941,cust_00893,752.47,card,AXIS,temporary_bank_failure,0,11,11,0.144,0
pay_004942,cust_01574,989.07,card,KOTAK,card_blocked,0,10,4,0.419,0
pay_004943,cust_02736,641.98,card,ICICI,card_blocked,1,17,8,0.06,0
pay_004944,cust_02075,2424.17,upi,ICICI,insufficient_funds,0,6,6,0.124,1
pay_004945,cust_01676,1402.36,card,SBI,temporary_bank_failure,2,0,0,0.069,1
pay_004946,cust_00299,1360.97,card,ICICI,account_closed,1,15,15,0.191,0
pay_004947,cust_00957,3087.72,card,HDFC,invalid_card,2,17,10,0.423,0
pay_004948,cust_02847,1238.45,upi,ICICI,bank_timeout,2,11,0,0.373,1
pay_004949,cust_01115,4288.69,netbanking,SBI,insufficient_funds,2,10,10,0.095,1
pay_004950,cust_02528,2183.15,upi,HDFC,card_blocked,0,7,7,0.215,0
pay_004951,cust_02621,1348.95,card,SBI,insufficient_funds,0,0,0,0.143,0
pay_004952,cust_02506,522.55,card,SBI,card_blocked,1,15,13,0.149,0
pay_004953,cust_01475,3073.64,card,AXIS,card_blocked,1,1,1,0.112,0
pay_004954,cust_00365,2267.31,upi,KOTAK,gateway_timeout,0,5,5,0.016,0
pay_004955,cust_02907,2356.32,upi,SBI,card_blocked,0,16,3,0.453,0
pay_004956,cust_01699,2417.21,netbanking,ICICI,bank_timeout,2,16,14,0.205,1
pay_004957,cust_00351,1184.09,netbanking,AXIS,network_error,0,1,1,0.345,0
pay_004958,cust_02301,1601.83,card,HDFC,temporary_bank_failure,2,18,8,0.18,0
pay_004959,cust_02829,1252.83,card,KOTAK,insufficient_funds,0,8,0,0.125,0
pay_004960,cust_01905,4915.02,card,AXIS,network_error,2,2,1,0.362,0
pay_004961,cust_02851,1450.85,card,SBI,temporary_bank_failure,0,9,7,0.272,1
pay_004962,cust_01012,1101.7,upi,AXIS,bank_timeout,0,4,4,0.23,1
pay_004963,cust_02507,5192.71,upi,ICICI,gateway_timeout,1,8,2,0.094,1
pay_004964,cust_02965,4759.88,card,ICICI,account_closed,1,13,6,0.022,0
pay_004965,cust_00499,2184.41,netbanking,ICICI,insufficient_funds,2,10,10,0.134,0
pay_004966,cust_00950,1629.63,upi,KOTAK,account_closed,1,18,15,0.115,0
pay_004967,cust_01995,1334.56,wallet,AXIS,bank_timeout,1,15,1,0.135,1
pay_004968,cust_02047,1745.54,upi,AXIS,gateway_timeout,0,13,0,0.059,1
pay_004969,cust_00508,898.05,upi,SBI,bank_timeout,2,13,7,0.06,1
pay_004970,cust_01328,2661.63,card,HDFC,temporary_bank_failure,1,3,3,0.285,1
pay_004971,cust_02549,6781.83,upi,ICICI,insufficient_funds,1,7,7,0.175,0
pay_004972,cust_02851,2835.85,card,HDFC,insufficient_funds,0,6,3,0.182,0
pay_004973,cust_02646,748.01,upi,HDFC,bank_timeout,0,2,2,0.204,1
pay_004974,cust_00166,2602.12,card,ICICI,bank_timeout,0,13,13,0.298,1
pay_004975,cust_02510,2112.51,card,ICICI,temporary_bank_failure,2,10,9,0.242,0
pay_004976,cust_00920,2583.85,card,SBI,invalid_card,0,18,17,0.085,0
pay_004977,cust_00114,938.56,card,KOTAK,bank_timeout,2,3,3,0.075,1
pay_004978,cust_00992,1812.91,card,ICICI,insufficient_funds,0,3,3,0.126,1
pay_004979,cust_01952,3664.62,wallet,HDFC,network_error,1,7,7,0.137,0
pay_004980,cust_02255,768.16,card,SBI,card_blocked,2,14,11,0.292,0
pay_004981,cust_01259,1262.31,upi,AXIS,gateway_timeout,0,15,15,0.195,1
pay_004982,cust_00515,1436.14,card,SBI,bank_timeout,0,3,3,0.154,1
pay_004983,cust_01232,4018.62,upi,ICICI,expired_card,1,9,9,0.106,0
pay_004984,cust_00709,4527.84,card,ICICI,insufficient_funds,1,4,4,0.104,1
pay_004985,cust_02186,390.68,card,KOTAK,account_closed,1,3,3,0.218,0
pay_004986,cust_00339,4015.86,card,SBI,expired_card,0,1,1,0.212,0
pay_004987,cust_02585,4643.22,card,ICICI,expired_card,1,17,17,0.245,0
pay_004988,cust_00068,4410.53,card,HDFC,invalid_card,1,7,7,0.084,0
pay_004989,cust_01597,1183.58,netbanking,HDFC,gateway_timeout,2,14,7,0.309,0
pay_004990,cust_01565,1504.41,card,SBI,invalid_card,2,3,3,0.379,0
pay_004991,cust_00383,515.98,netbanking,KOTAK,bank_timeout,2,12,12,0.061,0
pay_004992,cust_00019,338.34,wallet,SBI,invalid_card,0,13,13,0.084,1
pay_004993,cust_02731,1353.96,upi,KOTAK,expired_card,2,8,1,0.285,0
pay_004994,cust_02122,1922.1,netbanking,HDFC,insufficient_funds,0,5,5,0.085,0
pay_004995,cust_00573,2082.69,card,ICICI,temporary_bank_failure,1,11,2,0.18,1
pay_004996,cust_02987,3487.4,netbanking,AXIS,bank_timeout,0,12,0,0.106,1
pay_004997,cust_01300,20929.37,card,ICICI,expired_card,0,5,5,0.193,1
pay_004998,cust_02259,1317.13,upi,HDFC,insufficient_funds,1,19,12,0.334,0
pay_004999,cust_02903,777.08,upi,HDFC,network_error,2,18,2,0.242,0
pay_005000,cust_01944,2798.69,netbanking,ICICI,bank_timeout,2,19,6,0.129,0
pay_005001,cust_00651,2159.85,netbanking,ICICI,insufficient_funds,2,19,4,0.226,0
pay_005002,cust_01646,1141.82,card,HDFC,bank_timeout,1,7,1,0.182,1
pay_005003,cust_00994,3746.89,card,ICICI,card_blocked,0,4,4,0.025,0
pay_005004,cust_02743,944.31,upi,AXIS,network_error,1,7,7,0.07,1
pay_005005,cust_02588,1631.32,upi,AXIS,bank_timeout,1,12,12,0.31,1
pay_005006,cust_01339,1708.32,card,SBI,network_error,1,12,1,0.409,1
pay_005007,cust_00901,847.11,card,AXIS,network_error,1,4,4,0.051,1
pay_005008,cust_01685,460.46,netbanking,HDFC,invalid_card,0,13,12,0.081,0
pay_005009,cust_02828,2154.17,upi,HDFC,temporary_bank_failure,2,17,6,0.063,0
pay_005010,cust_01586,5404.42,card,SBI,network_error,2,14,9,0.232,1
pay_005011,cust_01924,3899.96,upi,KOTAK,card_blocked,1,0,0,0.081,0
pay_005012,cust_01782,4114.36,upi,SBI,network_error,0,6,6,0.068,1
pay_005013,cust_01137,954.17,netbanking,KOTAK,bank_timeout,1,9,9,0.362,0
pay_005014,cust_02218,2145.77,upi,KOTAK,temporary_bank_failure,0,1,1,0.206,1
pay_005015,cust_01945,578.64,card,ICICI,gateway_timeout,1,12,1,0.195,0
pay_005016,cust_01038,2069.64,netbanking,AXIS,invalid_card,2,2,2,0.305,1
pay_005017,cust_01739,5491.89,card,KOTAK,card_blocked,2,7,7,0.257,0
pay_005018,cust_00288,5630.03,netbanking,ICICI,invalid_card,1,11,11,0.248,0
pay_005019,cust_02237,9176.11,upi,SBI,expired_card,2,3,3,0.418,0
pay_005020,cust_02962,3989.19,netbanking,SBI,card_blocked,1,7,7,0.302,0
pay_005021,cust_01591,2645.46,card,KOTAK,invalid_card,0,0,0,0.164,0
pay_005022,cust_02742,3640.14,upi,ICICI,bank_timeout,0,2,2,0.154,1
pay_005023,cust_01746,3116.48,netbanking,HDFC,insufficient_funds,0,14,4,0.05,0
pay_005024,cust_02936,947.85,upi,AXIS,insufficient_funds,0,14,6,0.087,0
pay_005025,cust_02519,537.93,card,KOTAK,temporary_bank_failure,1,11,9,0.198,0
pay_005026,cust_01099,3663.62,card,HDFC,network_error,2,0,0,0.273,1
pay_005027,cust_02325,9649.67,upi,AXIS,expired_card,0,10,9,0.256,0
pay_005028,cust_00940,3786.42,card,HDFC,temporary_bank_failure,2,18,5,0.378,0
pay_005029,cust_01449,399.02,upi,ICICI,insufficient_funds,1,4,4,0.057,0
pay_005030,cust_00571,1193.4,card,KOTAK,temporary_bank_failure,2,16,16,0.122,0
pay_005031,cust_02905,1544.79,netbanking,HDFC,insufficient_funds,2,1,1,0.275,1
pay_005032,cust_01001,409.59,card,HDFC,temporary_bank_failure,2,12,12,0.119,0
pay_005033,cust_01206,600.93,card,HDFC,gateway_timeout,1,2,2,0.368,0
pay_005034,cust_02506,1755.2,card,KOTAK,invalid_card,1,12,1,0.08,0
pay_005035,cust_00918,2229.0,upi,ICICI,account_closed,1,7,7,0.295,0
pay_005036,cust_01875,821.55,upi,ICICI,insufficient_funds,2,12,1,0.039,1
pay_005037,cust_00833,579.2,upi,HDFC,insufficient_funds,0,2,2,0.201,1
pay_005038,cust_02887,4696.84,upi,ICICI,account_closed,0,8,4,0.095,0
pay_005039,cust_02241,1331.39,card,AXIS,bank_timeout,2,1,1,0.042,1
pay_005040,cust_01679,1492.89,wallet,ICICI,network_error,0,7,6,0.171,1
pay_005041,cust_00616,1167.55,netbanking,HDFC,temporary_bank_failure,0,0,0,0.085,1
pay_005042,cust_00406,975.61,card,AXIS,temporary_bank_failure,2,14,11,0.082,1
pay_005043,cust_01750,5126.75,netbanking,KOTAK,card_blocked,1,7,2,0.07,0
pay_005044,cust_02991,894.41,upi,SBI,insufficient_funds,0,7,7,0.086,1
pay_005045,cust_02769,2087.55,upi,ICICI,insufficient_funds,1,6,3,0.144,0
pay_005046,cust_00093,1820.68,upi,AXIS,insufficient_funds,0,19,6,0.141,0
pay_005047,cust_02478,380.49,netbanking,SBI,account_closed,2,12,10,0.308,0
pay_005048,cust_00654,2192.41,wallet,KOTAK,network_error,2,6,6,0.237,0
pay_005049,cust_00434,525.75,upi,SBI,insufficient_funds,1,6,6,0.23,0
pay_005050,cust_01136,3006.01,card,KOTAK,temporary_bank_failure,1,10,10,0.171,1
pay_005051,cust_00375,699.85,upi,HDFC,invalid_card,1,1,1,0.015,1
pay_005052,cust_01067,2745.22,card,HDFC,invalid_card,1,10,10,0.348,0
pay_005053,cust_00207,1282.28,upi,KOTAK,card_blocked,2,18,11,0.107,0
pay_005054,cust_00780,1054.2,netbanking,SBI,gateway_timeout,2,0,0,0.139,0
pay_005055,cust_01320,2139.77,card,ICICI,network_error,2,16,12,0.311,1
pay_005056,cust_01142,556.97,card,SBI,account_closed,1,0,0,0.175,0
pay_005057,cust_00532,1710.64,upi,SBI,account_closed,2,12,4,0.273,0
pay_005058,cust_02214,3380.57,card,ICICI,network_error,2,5,5,0.076,1
pay_005059,cust_02691,4163.38,card,SBI,temporary_bank_failure,0,4,4,0.06,0
pay_005060,cust_00090,1248.75,upi,SBI,temporary_bank_failure,0,1,1,0.249,1
pay_005061,cust_01118,1403.44,wallet,AXIS,insufficient_funds,0,9,8,0.436,0
pay_005062,cust_00013,548.11,upi,KOTAK,account_closed,1,18,18,0.54,0
pay_005063,cust_01858,991.71,upi,HDFC,bank_timeout,1,6,6,0.048,1
pay_005064,cust_00805,519.0,upi,KOTAK,expired_card,2,14,3,0.349,0
pay_005065,cust_00945,2571.02,card,SBI,temporary_bank_failure,2,10,5,0.111,1
pay_005066,cust_02790,3546.56,netbanking,ICICI,network_error,1,5,5,0.119,1
pay_005067,cust_01858,1257.17,upi,ICICI,temporary_bank_failure,0,4,0,0.072,0
pay_005068,cust_01611,775.43,wallet,HDFC,insufficient_funds,2,3,3,0.186,0
pay_005069,cust_02924,2313.58,wallet,HDFC,card_blocked,0,5,5,0.291,0
pay_005070,cust_01960,902.91,card,HDFC,insufficient_funds,2,6,6,0.132,0
pay_005071,cust_02708,3095.02,wallet,ICICI,insufficient_funds,0,11,2,0.2,0
pay_005072,cust_01053,8504.44,wallet,SBI,bank_timeout,2,13,3,0.167,1
pay_005073,cust_00296,891.1,upi,HDFC,bank_timeout,0,1,1,0.023,0
pay_005074,cust_00926,998.9,card,HDFC,bank_timeout,0,19,5,0.277,0
pay_005075,cust_00640,562.47,upi,ICICI,bank_timeout,1,2,2,0.109,1
pay_005076,cust_02388,2032.23,card,SBI,insufficient_funds,2,4,4,0.341,0
pay_005077,cust_00628,1924.65,upi,HDFC,insufficient_funds,0,9,9,0.126,0
pay_005078,cust_02487,1456.15,card,SBI,bank_timeout,1,6,6,0.149,1
pay_005079,cust_01168,1831.55,upi,AXIS,temporary_bank_failure,2,8,8,0.142,0
pay_005080,cust_00942,784.51,wallet,HDFC,bank_timeout,1,17,14,0.167,1
pay_005081,cust_00830,477.92,card,HDFC,card_blocked,0,5,5,0.133,0
pay_005082,cust_01771,985.1,upi,ICICI,insufficient_funds,2,9,9,0.375,1
pay_005083,cust_02567,390.56,card,AXIS,gateway_timeout,0,11,7,0.248,1
pay_005084,cust_00976,891.03,upi,AXIS,expired_card,0,1,1,0.396,0
pay_005085,cust_00955,2316.43,upi,AXIS,temporary_bank_failure,1,0,0,0.233,0
pay_005086,cust_01263,1896.44,card,KOTAK,expired_card,0,3,3,0.375,1
pay_005087,cust_00952,437.45,upi,ICICI,account_closed,2,14,13,0.479,0
pay_005088,cust_00944,4185.9,netbanking,ICICI,insufficient_funds,1,1,1,0.338,1
pay_005089,cust_02203,1547.42,card,HDFC,gateway_timeout,0,2,2,0.222,1
pay_005090,cust_01205,639.41,upi,ICICI,insufficient_funds,0,16,9,0.216,0
pay_005091,cust_02136,1350.89,upi,HDFC,insufficient_funds,0,1,1,0.059,1
pay_005092,cust_01535,1134.1,card,HDFC,account_closed,1,12,12,0.125,0
pay_005093,cust_01097,903.08,netbanking,KOTAK,gateway_timeout,2,7,7,0.564,1
pay_005094,cust_02979,3463.64,upi,ICICI,bank_timeout,1,19,10,0.202,0
pay_005095,cust_00179,746.16,card,ICICI,expired_card,0,18,8,0.171,1
pay_005096,cust_02260,2095.86,card,KOTAK,card_blocked,1,9,8,0.33,0
pay_005097,cust_01829,618.28,upi,KOTAK,account_closed,0,6,6,0.26,0
pay_005098,cust_01258,1755.45,upi,ICICI,invalid_card,1,3,0,0.224,0
pay_005099,cust_00465,2235.76,upi,ICICI,network_error,0,17,17,0.297,0
pay_005100,cust_01775,2239.19,upi,HDFC,invalid_card,1,2,2,0.116,1
pay_005101,cust_02679,1928.78,upi,SBI,bank_timeout,0,14,4,0.159,1
pay_005102,cust_02873,1493.37,card,HDFC,insufficient_funds,0,19,11,0.185,1
pay_005103,cust_01231,771.8,upi,AXIS,gateway_timeout,1,16,10,0.091,0
pay_005104,cust_02655,778.96,wallet,AXIS,account_closed,1,7,7,0.335,0
pay_005105,cust_00885,2296.32,wallet,SBI,network_error,0,14,6,0.103,1
pay_005106,cust_02414,659.1,card,KOTAK,invalid_card,2,12,7,0.256,1
pay_005107,cust_02324,548.64,upi,AXIS,bank_timeout,0,13,13,0.343,0
pay_005108,cust_02428,5674.94,card,KOTAK,expired_card,0,3,3,0.229,0
pay_005109,cust_01333,1468.84,card,KOTAK,temporary_bank_failure,2,10,4,0.208,0
pay_005110,cust_01655,3004.94,upi,HDFC,card_blocked,0,2,2,0.163,0
pay_005111,cust_00945,3636.55,card,KOTAK,expired_card,1,18,18,0.025,0
pay_005112,cust_02858,1883.53,card,SBI,temporary_bank_failure,1,12,12,0.065,1
pay_005113,cust_00925,1337.53,upi,HDFC,network_error,2,3,3,0.18,1
pay_005114,cust_01939,1355.83,netbanking,SBI,expired_card,0,12,0,0.102,0
pay_005115,cust_00494,6544.79,netbanking,KOTAK,temporary_bank_failure,1,14,2,0.128,1
pay_005116,cust_01547,1156.27,upi,AXIS,network_error,0,5,5,0.023,0
pay_005117,cust_01970,2082.13,upi,KOTAK,expired_card,2,17,8,0.068,0
pay_005118,cust_01095,3108.37,card,SBI,expired_card,1,7,3,0.148,0
pay_005119,cust_02412,2209.6,upi,ICICI,network_error,2,8,7,0.087,1
pay_005120,cust_02618,4304.89,netbanking,ICICI,insufficient_funds,0,19,19,0.158,0
pay_005121,cust_01826,1327.04,netbanking,AXIS,expired_card,0,1,1,0.157,0
pay_005122,cust_00763,3098.52,upi,SBI,card_blocked,0,9,1,0.25,0
pay_005123,cust_02324,430.23,card,AXIS,invalid_card,2,1,1,0.439,0
pay_005124,cust_00050,5310.98,card,HDFC,gateway_timeout,1,8,5,0.023,1
pay_005125,cust_02776,4440.49,card,KOTAK,account_closed,2,8,6,0.228,0
pay_005126,cust_00906,1417.23,netbanking,HDFC,gateway_timeout,1,12,0,0.108,0
pay_005127,cust_02976,2568.48,card,ICICI,bank_timeout,0,9,9,0.092,0
pay_005128,cust_00564,3688.05,upi,KOTAK,temporary_bank_failure,0,6,2,0.198,0
pay_005129,cust_00783,788.24,card,HDFC,invalid_card,2,12,12,0.31,0
pay_005130,cust_02533,1610.63,upi,ICICI,card_blocked,1,4,4,0.353,0
pay_005131,cust_02041,636.13,upi,HDFC,card_blocked,0,11,4,0.169,0
pay_005132,cust_01832,4495.05,upi,KOTAK,expired_card,0,8,8,0.226,0
pay_005133,cust_00584,3491.93,upi,HDFC,insufficient_funds,2,8,8,0.096,0
pay_005134,cust_01320,1444.1,upi,KOTAK,network_error,2,17,17,0.117,0
pay_005135,cust_00236,1316.15,card,HDFC,bank_timeout,1,7,7,0.214,1
pay_005136,cust_02104,1604.93,card,AXIS,insufficient_funds,0,17,4,0.039,0
pay_005137,cust_01943,882.0,wallet,HDFC,expired_card,1,9,9,0.069,0
pay_005138,cust_00360,1573.05,card,HDFC,temporary_bank_failure,1,0,0,0.067,1
pay_005139,cust_01931,788.25,card,AXIS,expired_card,1,9,9,0.207,1
pay_005140,cust_00110,3709.55,card,ICICI,insufficient_funds,2,4,4,0.125,0
pay_005141,cust_00192,4489.73,card,KOTAK,card_blocked,1,17,14,0.205,0
pay_005142,cust_00904,3851.26,upi,SBI,network_error,1,18,0,0.27,0
pay_005143,cust_01117,695.51,upi,ICICI,insufficient_funds,1,12,12,0.282,0
pay_005144,cust_00862,1530.33,wallet,KOTAK,gateway_timeout,2,5,5,0.095,1
pay_005145,cust_02616,2886.45,upi,HDFC,network_error,2,16,10,0.234,1
pay_005146,cust_01084,3344.28,card,ICICI,temporary_bank_failure,0,13,13,0.02,1
pay_005147,cust_00650,415.26,upi,HDFC,temporary_bank_failure,2,5,5,0.189,0
pay_005148,cust_00039,3269.5,netbanking,ICICI,insufficient_funds,2,15,11,0.023,0
pay_005149,cust_00637,668.73,netbanking,ICICI,insufficient_funds,1,8,0,0.123,0
pay_005150,cust_01037,1598.51,card,SBI,account_closed,0,3,1,0.24,0
pay_005151,cust_00036,4944.3,card,AXIS,invalid_card,2,17,16,0.305,0
pay_005152,cust_02149,4436.66,netbanking,ICICI,temporary_bank_failure,0,4,0,0.161,1
pay_005153,cust_01362,5223.4,upi,HDFC,card_blocked,1,0,0,0.067,0
pay_005154,cust_01984,770.46,upi,SBI,account_closed,2,14,12,0.214,0
pay_005155,cust_00166,938.77,card,ICICI,insufficient_funds,1,11,11,0.046,0
pay_005156,cust_02431,1152.58,upi,AXIS,bank_timeout,1,13,4,0.418,0
pay_005157,cust_01880,1608.16,card,HDFC,network_error,0,11,10,0.303,0
pay_005158,cust_02838,2150.3,card,SBI,invalid_card,2,12,6,0.195,0
pay_005159,cust_00031,5023.11,card,KOTAK,insufficient_funds,0,2,2,0.113,1
pay_005160,cust_00011,860.15,card,AXIS,bank_timeout,1,13,13,0.163,1
pay_005161,cust_02012,1093.26,upi,KOTAK,gateway_timeout,2,6,6,0.086,1
pay_005162,cust_02144,5647.19,card,KOTAK,network_error,1,2,2,0.176,0
pay_005163,cust_02501,715.34,card,SBI,account_closed,0,8,8,0.165,0
pay_005164,cust_02240,3234.02,card,SBI,account_closed,0,3,3,0.329,0
pay_005165,cust_00486,1684.26,card,SBI,gateway_timeout,1,1,1,0.229,0
pay_005166,cust_01290,2466.26,card,KOTAK,bank_timeout,0,2,2,0.139,1
pay_005167,cust_01448,944.73,card,HDFC,temporary_bank_failure,0,0,0,0.136,0
pay_005168,cust_02286,3183.51,card,SBI,bank_timeout,1,4,4,0.359,0
pay_005169,cust_01944,1071.31,upi,AXIS,temporary_bank_failure,2,8,8,0.275,0
pay_005170,cust_01964,580.75,card,SBI,invalid_card,2,17,3,0.085,0
pay_005171,cust_01852,2654.55,card,SBI,temporary_bank_failure,2,12,1,0.452,0
pay_005172,cust_01470,244.09,netbanking,SBI,insufficient_funds,1,18,15,0.078,0
pay_005173,cust_01367,1147.8,upi,KOTAK,bank_timeout,1,18,1,0.184,0
pay_005174,cust_02783,2282.23,netbanking,HDFC,temporary_bank_failure,0,6,6,0.222,0
pay_005175,cust_00991,3315.04,upi,SBI,bank_timeout,2,6,6,0.297,0
pay_005176,cust_00825,4823.31,netbanking,KOTAK,insufficient_funds,0,14,5,0.293,1
pay_005177,cust_01463,7495.33,card,AXIS,temporary_bank_failure,1,16,16,0.25,0
pay_005178,cust_02154,5868.76,upi,HDFC,account_closed,2,2,2,0.331,0
pay_005179,cust_02229,2107.46,upi,KOTAK,gateway_timeout,1,16,16,0.286,0
pay_005180,cust_02232,4449.27,netbanking,ICICI,insufficient_funds,0,13,10,0.126,0
pay_005181,cust_00226,2081.6,card,AXIS,card_blocked,0,4,4,0.238,0
pay_005182,cust_00777,3129.8,netbanking,AXIS,expired_card,1,6,6,0.376,0
pay_005183,cust_02838,1119.37,upi,ICICI,insufficient_funds,1,18,11,0.022,0
pay_005184,cust_01113,2616.68,upi,KOTAK,bank_timeout,2,18,11,0.09,1
pay_005185,cust_00688,1238.19,netbanking,KOTAK,account_closed,1,0,0,0.013,0
pay_005186,cust_00530,1573.67,wallet,AXIS,expired_card,0,18,5,0.454,1
pay_005187,cust_00972,2623.29,upi,KOTAK,bank_timeout,0,16,14,0.06,0
pay_005188,cust_00936,9634.48,card,ICICI,network_error,1,14,6,0.04,1
pay_005189,cust_01423,2479.51,card,KOTAK,insufficient_funds,1,7,6,0.242,1
pay_005190,cust_02154,1791.19,card,AXIS,bank_timeout,2,7,2,0.079,0
pay_005191,cust_01295,929.44,card,KOTAK,expired_card,0,0,0,0.205,1
pay_005192,cust_01999,3703.23,card,HDFC,network_error,0,19,10,0.228,1
pay_005193,cust_02879,1382.48,upi,ICICI,insufficient_funds,0,8,8,0.065,1
pay_005194,cust_01527,2438.95,netbanking,ICICI,network_error,1,1,0,0.349,1
pay_005195,cust_00679,3170.21,card,SBI,insufficient_funds,0,0,0,0.095,0
pay_005196,cust_02897,4970.56,upi,KOTAK,network_error,1,15,15,0.147,0
pay_005197,cust_02441,3547.14,card,ICICI,insufficient_funds,2,12,12,0.217,0
pay_005198,cust_00040,679.42,netbanking,KOTAK,card_blocked,1,10,10,0.1,0
pay_005199,cust_02708,457.71,card,HDFC,invalid_card,2,0,0,0.226,0
pay_005200,cust_01106,3169.02,upi,AXIS,network_error,2,5,5,0.114,0
pay_005201,cust_00845,1936.82,wallet,AXIS,insufficient_funds,1,0,0,0.134,0
pay_005202,cust_01744,2472.97,card,SBI,gateway_timeout,2,5,5,0.176,1
pay_005203,cust_02249,7156.71,upi,SBI,card_blocked,1,8,8,0.191,0
pay_005204,cust_00447,1104.04,netbanking,ICICI,invalid_card,0,12,12,0.017,0
pay_005205,cust_01235,5080.31,card,ICICI,bank_timeout,1,15,9,0.092,1
pay_005206,cust_02492,1112.84,wallet,ICICI,network_error,2,19,14,0.494,0
pay_005207,cust_01351,6324.68,netbanking,HDFC,expired_card,2,3,3,0.045,1
pay_005208,cust_02809,3295.83,card,SBI,network_error,0,19,17,0.172,1
pay_005209,cust_00227,541.48,card,SBI,card_blocked,1,10,10,0.337,0
pay_005210,cust_00048,1294.88,upi,AXIS,card_blocked,0,12,5,0.178,0
pay_005211,cust_02960,8371.05,netbanking,SBI,invalid_card,2,0,0,0.164,0
pay_005212,cust_01463,7571.55,card,SBI,bank_timeout,1,2,2,0.301,0
pay_005213,cust_01831,2931.82,upi,HDFC,insufficient_funds,2,10,10,0.07,0
pay_005214,cust_00187,2400.39,card,ICICI,gateway_timeout,1,19,2,0.227,1
pay_005215,cust_02393,2190.29,netbanking,HDFC,invalid_card,0,7,0,0.324,0
pay_005216,cust_02272,2564.76,upi,KOTAK,temporary_bank_failure,0,0,0,0.337,1
pay_005217,cust_02878,1615.44,upi,AXIS,gateway_timeout,2,18,16,0.261,1
pay_005218,cust_02536,4763.87,upi,AXIS,bank_timeout,0,13,0,0.121,0
pay_005219,cust_01933,2870.61,netbanking,AXIS,temporary_bank_failure,0,17,15,0.302,0
pay_005220,cust_02925,835.24,card,ICICI,card_blocked,2,5,0,0.376,0
pay_005221,cust_00849,3053.35,upi,ICICI,card_blocked,2,8,2,0.066,0
pay_005222,cust_02033,2063.15,card,ICICI,invalid_card,2,8,4,0.126,1
pay_005223,cust_01253,1408.15,upi,AXIS,account_closed,1,14,14,0.326,0
pay_005224,cust_01414,8257.04,upi,AXIS,network_error,2,4,4,0.106,1
pay_005225,cust_00979,1964.55,card,AXIS,insufficient_funds,1,18,13,0.026,0
pay_005226,cust_01613,377.86,upi,KOTAK,insufficient_funds,2,8,8,0.501,0
pay_005227,cust_01017,1490.59,upi,KOTAK,gateway_timeout,1,8,6,0.342,0
pay_005228,cust_02236,4002.97,netbanking,AXIS,temporary_bank_failure,2,16,16,0.091,1
pay_005229,cust_01882,861.62,card,ICICI,account_closed,1,14,10,0.355,0
pay_005230,cust_00270,3895.6,card,ICICI,insufficient_funds,0,9,9,0.05,0
pay_005231,cust_01631,813.91,netbanking,KOTAK,expired_card,2,8,8,0.104,0
pay_005232,cust_00310,5267.65,netbanking,KOTAK,expired_card,2,18,9,0.415,0
pay_005233,cust_02044,1143.61,upi,AXIS,bank_timeout,1,6,5,0.034,0
pay_005234,cust_01575,1364.53,wallet,AXIS,bank_timeout,0,12,7,0.259,0
pay_005235,cust_01096,1285.96,upi,ICICI,account_closed,0,1,1,0.319,0
pay_005236,cust_02893,2915.98,wallet,SBI,insufficient_funds,1,17,12,0.089,0
pay_005237,cust_01696,7905.35,upi,ICICI,account_closed,2,7,7,0.153,0
pay_005238,cust_02534,1829.63,card,ICICI,temporary_bank_failure,0,7,7,0.566,1
pay_005239,cust_01446,1792.34,card,AXIS,account_closed,2,19,12,0.107,0
pay_005240,cust_02168,1142.97,wallet,SBI,account_closed,1,8,8,0.173,0
pay_005241,cust_00220,491.82,card,SBI,gateway_timeout,2,12,12,0.1,1
pay_005242,cust_00053,1237.91,wallet,AXIS,gateway_timeout,0,19,6,0.135,1
